   34, , A. Locke; F. Mowbray; R.R. Claytor ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   35, , A. Locke; R. Claytor; C. LeBlanc; G. Chaput ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   36, , A. Locke; R. Jones; R. Pickard; G. Atkinson; K. Davidson ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   37, , A. Locke; R. Pickard; F. Mowbray; A. Madden; P. Cameron ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   38, , A. Locke; R. Pickard; F. Mowbray; G. Landry; A. Madden ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   39, , A. Locke; R. Pickard; F. Mowbray; G. Landry; A. Madden; P. D'Amours ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   40, , A. Locke; R. Pickard; G. Landry; A. Madden ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   41, , A. Locke; S. Courtenay; G. Chaput ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   42, , A. McVicar ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   43, , A. Mosnier and J.-F. Gosselin ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   44, , A. Mosnier/ C. Matthews/ M.O. Hammill ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   45, , A. Ratsimandresy ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   46, , A. Ratsimandresy/ D. Ings/ G. Mabrouk/ F. Page/ D. Drover/ R. Losier and P. McCurdy ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   47, , A. Reeves / L. Bennett / V. Myra ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   48, , A. Reeves/ J. Choi/ J. Tremblay / R. Claytor / V. Myra ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   49, , A. Reeves/ J. Sameoto/ L. Van Eeckhaute / T. Worcester / V. Myra ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   50, , A. Reeves/ L. Van Eeckhaute/ J. Sameoto / T. Worcester / V. Myra ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   51, , A. Silva ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   52, , A. Sinclair ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   53, , A. Sinclair/ S. Martell and J. Boutillier ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   54, , A. Sinclair; C. Annand ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   55, , A. Sinclair; G. Chouinard ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   56, , A. Sinclair; G. Chouinard; D. Swain; G. Nielsen; M. Hanson; L. Currie; T. Hurlbut; R. Hébert ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   57, , A. Sinclair; G. Chouinard; D. Swain; R.J. Hébert; G. Nielson; M. Hanson; L. Currie; T. Hurlbut ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   58, , A. Sinclair; G. Chouinard; L. Currie ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   59, , A. Sinclair; K. Zwanenburg; P. Hurley ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   60, , A. Sinclair; L. Currie ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   61, , A. Sinclair; M. Sinclair; T.D. Iles ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   62, , A. Sinclair; P. Gagnon; A. Fréchet ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   63, , A. Sinclair; R. Sciocchetti; H. Tucker ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   64, , A. Sinclair; R.J. Allain ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   65, , A. Sinclair; S. Gavaris ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   66, , A. Sinclair; S.J. Smith ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   67, , A. Sinclair; T. Hamor; R. Sciocchetti; G. Van Helvoort; D. Waldron ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   68, , A. White & W.B. Brodie ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   69, , A. Wright and H. Moors-Murphy ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   70, , A.-M. MacKinnon/ M. Campbell/ G. Olivier ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   71, , A.B. Stasko ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   72, , A.B. Stasko; R.W. Pye ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   73, , A.D. Buren/M. Koen-Alonso/G. Stenson ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   74, , A.D. Buren/M. Koen-Alonso/P. Pepin/F. Mowbray/B. Nakashima/G. Stenson/N. Ollerhead/W.A. Montevecchi ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   75, , A.F. Sinclair ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   76, , A.F. Sinclair/ G.A. Chouinard/ L. Currie ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   77, , A.F. Sinclair; G.A. Chouinard ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   78, , A.F. Sinclair; S.J. Smith ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   79, , A.J. Benson/ C.M. Neville and G.A. McFarlane ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   80, , A.J. Benson/ G.A. McFarlane and J.R. King ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   81, , A.J.F. Gibson and R.R. Claytor / Tana Worcester / Lisa Savoie ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   82, , A.J.F. Gibson/ H.D. Bowlby/ J.R. Bryan/ P.G. Amiro ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   83, , A.J.F. Gibson/ T.L. Horsman/ J.S. Ford/ and E.A. Halfyard / Tana Worcester / Valerie Myra ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   84, , A.L. Levy and A.J.F. Gibson / Tana Worcester / Valerie Myra ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   85, , A.M. Cook/ R. Bradford/ B. Hubley/ and P. Bentzen ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   86, , A.R Kronlund/ K.R. Holt/ J.S. Cleary/ and P.A. Shelton ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   87, , A.R Kronlund/ K.R. Holt/ P.A. Shelton and J.C. Rice ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   88, , A.R. Hanke ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   89, , A.R. Kronlund (Rob) ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   90, , A.R. Kronlund (Rob)/Marilyn Joyce ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   91, , A.R. Kronlund/ Malcolm Wyeth/ Ray Hilborn ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   92, , A.T. Bielak ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   93, , A.W. Ratsimandresy/ S. Donnet/ S. Snook/ P. Goulet ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   94, , A.W. White ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   95, , ACFF Subcommittee ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   96, , AM Surry/ KH Fong/ DT Rutherford/ H Nguyen ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   97, , Abraham/ C. ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   98, , Abraham/ Christine ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
   99, , Adam Cook ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
  100, , Adam Cook/ Ph. 902-426-7451 ,  ,  ,  ,  ,  ,  , 1,  ,  , 1, 1,  ,  ,  ,  
